DT_AGG,DT_FILTER,DT_TYPE,MERCH_CLASSIFICATION1,MERCH_CLASSIFICATION2,CATEGORY_LEVEL1,CATEGORY_LEVEL2,CATEGORY_LEVEL3,MANUFACTURER_NAME,PARENT_COMPANY,CAMPAIGNS,SKUS,ZONE_ID,AD_TYPE,SOURCE,PAGE_TYPE,SLOT_NAME,BUDGET_DAILY,BUDGET_MONTHLY,BUDGET_LIFETIME,BUDGET_TOTAL_DAILY,IMPRESSIONS,CLICKS,REVENUE,QUANTITY,LTV_QUANTITY,DIRECT_SALES,LTV_SALES,QUANTITY_24H,DIRECT_24H,LTV_QUANTITY_24H,LTV_SALES_24H,REQUESTS,REQUEST_FILLED,REQUESTED_ADS,SELECTED_ADS,BUDGET_GOAL,TARGET_GOAL,API_PARTNER
2026-01-10,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Premium,"Evergreen Brands","Inlet Trading",749690965,141060,315388,"Sponsored Product",SFW,Browse,"22020 : BROWSE_ATF_SLOT","","","","",140,1,2.20,"","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Premium Office",Premium,"Writing Instruments",Pencils,Economy,"Golden Gate Co","Golden Gate Co",862102026,3625022,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","",26,"","","","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Premium Office",Bulk,"Writing Instruments",Envelopes,"Heavy Duty","Evergreen Brands","Evergreen Brands",745305510,1181710,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",446,13,26.47,5,5,38.90,38.90,5.00,38.90,5,39,"","","","","","",""
2026-01-11,day,Demand,"Business Essentials",Bulk,"Filing & Storage",Folders,Compact,"Starlight Co","Starlight Co",861311986,1790702,315391,"Sponsored Product",SFW,Deals,"22060 : DEALS_ATF_SLOT","","","","",10,"","","","","","","","","","","","","","","","",""
2026-01-10,day,Demand,"Premium Office",Compact,"Writing Instruments",General,Classic,"Oakwood Industries","Oakwood Industries",861936888,143237,315396,"Sponsored Product",NMA,PDP,"22035 : NMA_PDP_BTF_SLOT","","","","",22,2,7.81,"","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Business Essentials",Bulk,"Filing & Storage",Folders,Compact,"Starlight Co","Starlight Co",861311986,1790702,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",7,"","","","","","","","","","","","","","","","",""
2026-01-10,day,Demand,"Professional Grade",Specialty,"Writing Instruments",General,Compact,"Starlight Co","Starlight Co",805344765,804086,315403,"Sponsored Brand",NMA,Search,"22090 : SPONSORED_BRAND_NMA_SEARCH_ATF_SLOT","","","","",8,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-11,day,Demand,"Professional Grade",Specialty,"Paper Products",General,Classic,"Starlight Co","Starlight Co",792991536,93923,"","Sponsored Brand","","","","","","",0.000000,"","","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-10,day,Demand,"Premium Office",Compact,"Writing Instruments",General,Compact,"Evergreen Brands","Evergreen Brands",861842201,49197,315388,"Sponsored Product",SFW,Browse,"22020 : BROWSE_ATF_SLOT","","","","",65,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-10,day,Demand,"Premium Office",Compact,"Writing Instruments",General,Deluxe,"Evergreen Brands","Evergreen Brands",861405894,160751,315388,"Sponsored Product",SFW,Browse,"22020 : BROWSE_ATF_SLOT","","","","",60,1,5.63,"","","","","","","","","","","","","","",""
2026-01-10,day,Demand,"Premium Office",Premium,"Writing Instruments",Pencils,Economy,"Horizon Products","Horizon Products",861811101,2309934,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",9,"","","","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Premium Office",Premium,"Paper Products",Binders,Compact,"Inlet Trading","Yellowstone Co",861709350,853390,315396,"Sponsored Product",NMA,PDP,"22035 : NMA_PDP_BTF_SLOT","","","","",1,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-10,day,Demand,"Premium Office",Premium,"Writing Instruments","Index Cards",Classic,"Oakwood Industries","Oakwood Industries",806971203,725358,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",2,"","","","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Classic,"Zephyr Products","Evergreen Brands",861386804,1557438,"","Sponsored Product","","","",50,"","",50.000000,"","","","","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Business Essentials",Premium,"Writing Instruments",Folders,Compact,"Evergreen Brands","Evergreen Brands",861642512,136938,"","Sponsored Product","","","","","","",0.000000,"","","","","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Business Essentials",Premium,"Writing Instruments",Folders,Compact,"Evergreen Brands","Evergreen Brands",803709610,50275,315399,"Sponsored Product",NMA,Browse,"22050 : NMA_BROWSE_ATF_SLOT","","","","",86,"","","","","","","","","","","","","","","","",""
2026-01-10,day,Demand,"Premium Office",Premium,"Writing Instruments",Envelopes,Modern,"Trident Industries","Trident Industries",861550225,2370710,315390,"Sponsored Product",SFW,PDP,"22030 : PDP_BTF_SLOT","","","","",3,"","","","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Premium Office",Premium,"Writing Instruments",Notebooks,Compact,"Unity Brands","Unity Brands",861738262,344931,315388,"Sponsored Product",SFW,Browse,"22020 : BROWSE_ATF_SLOT","","","","",183,3,1.50,"","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Business Essentials",Premium,"Writing Instruments",Folders,Compact,"Vanguard Corp","Vanguard Corp",750517427,1071326,"","Sponsored Product","","","",15,"","",15.000000,"","","","","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Premium Office",Compact,"Writing Instruments",General,Compact,"Golden Gate Co","Golden Gate Co",861705186,1923238,315395,"Sponsored Product",SFW,PDP,"22100 : HERO_PROMO_SLOT","","","","",1,"","","","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Premium Office",Premium,"Writing Instruments",Notebooks,Compact,"Unity Brands","Unity Brands",861796206,345096,315399,"Sponsored Product",NMA,Browse,"22050 : NMA_BROWSE_ATF_SLOT","","","","",8,"","","","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Premium Office",Recycled,"Writing Instruments",Envelopes,Deluxe,"Evergreen Brands","Inlet Trading",862084786,754734,315401,"Sponsored Product",NMA,Deals,"22070 : NMA_DEALS_ATF_SLOT","","","","",3,"","","","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Premium Office",Premium,"Writing Instruments","Index Cards",Deluxe,"Evergreen Brands","Evergreen Brands",756384284,173798,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","",3,"","","","","","","","","","","","","","","","",""
2026-01-10,day,Demand,"Premium Office",Premium,"Writing Instruments","Index Cards",Deluxe,"Evergreen Brands","Evergreen Brands",756384284,173795,315388,"Sponsored Product",SFW,Browse,"22020 : BROWSE_ATF_SLOT","","","","",3,"","","","","","","","","","","","","","","","",""
2026-01-10,day,Demand,"Premium Office",Premium,"Writing Instruments","Index Cards",Classic,"Horizon Products","Horizon Products",861978019,3701198,315388,"Sponsored Product",SFW,Browse,"22020 : BROWSE_ATF_SLOT","","","","",69,5,3.18,1,1,29.99,29.99,"","","","","","","","","","",""
2026-01-11,day,Demand,"Premium Office",Premium,"Writing Instruments","Index Cards",Classic,"Trident Industries","Trident Industries",765210809,1522590,315394,"Sponsored Brand",SFW,Browse,"22085 : SPONSORED_BRAND_BROWSE_ATF_SLOT","","","","",1,"","","","","","","","","","","","","","","","",""
2026-01-10,day,Demand,"Business Essentials",Recycled,"Writing Instruments",Folders,Modern,"Apex Industries","Apex Industries",862050279,2489718,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","",15,2,1.20,"","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Premium Office",Recycled,"Writing Instruments",Envelopes,Deluxe,"Evergreen Brands","Inlet Trading",862084786,754550,315395,"Sponsored Product",SFW,PDP,"22100 : HERO_PROMO_SLOT","","","","",224,1,1.00,"","","","","","","","","","","","","","",""
2026-01-10,day,Demand,"Premium Office",Premium,"Writing Instruments",Notebooks,Compact,"Willow Creek Inc","Yellowstone Co",745304807,768654,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","",2,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-11,day,Demand,"Premium Office",Premium,"Paper Products",General,Compact,"Oakwood Industries","Oakwood Industries",746313792,336260,"","Sponsored Product","","","","","","",0.000000,"","","","","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Premium Office",Recycled,"Writing Instruments",Envelopes,Premium,"Yellowstone Co","Yellowstone Co",861673516,1094910,315388,"Sponsored Product",SFW,Browse,"22020 : BROWSE_ATF_SLOT","","","","",1,"","","","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Business Essentials",Bulk,"Technology Accessories",Folders,Compact,"Oakwood Industries","Oakwood Industries",750576562,196769,315396,"Sponsored Product",NMA,PDP,"22035 : NMA_PDP_BTF_SLOT","","","","",4,"","","","","","","","","","","","","","","","",""
2026-01-10,day,Demand,"Business Essentials",Bulk,"Technology Accessories",Folders,Compact,"Oakwood Industries","Oakwood Industries",750576562,196750,315401,"Sponsored Product",NMA,Deals,"22070 : NMA_DEALS_ATF_SLOT","","","","",2,"","","","","","","","","","","","","","","","",""
2026-01-10,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Deluxe,"Yellowstone Co","Yellowstone Co",806311171,1132750,315394,"Sponsored Brand",SFW,Browse,"22085 : SPONSORED_BRAND_BROWSE_ATF_SLOT","","","","",68,"","","","","","","","","","","","","","","","",""
2026-01-10,day,Demand,"Business Essentials",Recycled,"Safety & Security","First Aid",Deluxe,"Starlight Co","Frontier Goods",744427087,976558,315391,"Sponsored Product",SFW,Deals,"22060 : DEALS_ATF_SLOT","","","","",801,9,58.21,"","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Business Essentials",Recycled,"Writing Instruments",Folders,Premium,"Quest Enterprises","Quest Enterprises",834086705,56709,315399,"Sponsored Product",NMA,Browse,"22050 : NMA_BROWSE_ATF_SLOT","","","","",7,"","",5,8,59.23,94.12,5.00,59.23,8,94,"","","","","","",""
2026-01-10,day,Demand,"Premium Office",Premium,"Writing Instruments",Pencils,Economy,"Unity Brands","Unity Brands",752022962,1633118,315396,"Sponsored Product",NMA,PDP,"22035 : NMA_PDP_BTF_SLOT","","","","",106,7,12.38,"","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Premium Office",Compact,"Writing Instruments",General,Classic,"Oakwood Industries","Oakwood Industries",861936937,143244,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",52,1,23.14,"","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Business Essentials",Recycled,"Writing Instruments",Folders,Modern,"Apex Industries","Apex Industries",862050279,1812678,315399,"Sponsored Product",NMA,Browse,"22050 : NMA_BROWSE_ATF_SLOT","","","","",1,"","","","","","","","","","","","","","","","",""
2026-01-10,day,Demand,"Premium Office",Premium,"Writing Instruments",Pencils,Economy,"Unity Brands","Unity Brands",861600983,2192438,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",14,"","","","","","","","","","","","","","","","",""
2026-01-10,day,Demand,"Business Essentials",Recycled,"Safety & Security","First Aid",Deluxe,"Starlight Co","Frontier Goods",744427087,989102,315399,"Sponsored Product",NMA,Browse,"22050 : NMA_BROWSE_ATF_SLOT","","","","",1026,37,611.78,6,17,717.66,1984.56,6.00,717.66,17,1985,"","","","","","",""
2026-01-11,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Classic,"Yellowstone Co","Yellowstone Co",861623677,1040758,315393,"Sponsored Brand",SFW,Search,"22080 : SPONSORED_BRAND_SEARCH_ATF_SLOT","","","","",1,"","","","","","","","","","","","","","","","",
2026-01-11,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Premium,"Inlet Trading","Redwood Corp",861163280,535966,"","Sponsored Product","","","","","","",0.000000,"","","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-11,day,Demand,"Business Essentials",Bulk,"Technology Accessories",Folders,Compact,"Yellowstone Co","Evergreen Brands",755270894,115649,315390,"Sponsored Product",SFW,PDP,"22030 : PDP_BTF_SLOT","","","","",28,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-11,day,Demand,"Premium Office",Premium,"Paper Products",General,Compact,"Yellowstone Co","Redwood Corp",794484327,1060390,"","Sponsored Product","","","","","","",0.000000,"","","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-11,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Classic,"Evergreen Brands","Evergreen Brands",862007603,2065286,"","Sponsored Brand Video","","","","","","",0.000000,"","","","","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Classic,"Evergreen Brands","Evergreen Brands",862007603,2065174,321453,"Sponsored Brand Video",SFW,Search,"22115 : SPONSORED_BRAND_VIDEO_SEARCH_ATF_SLOT","","","","",4,"","","","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Premium Office",Premium,"Writing Instruments",Envelopes,Modern,"Inlet Trading","Inlet Trading",861500373,867398,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",42,2,3.00,"","","","","","","","","","","","","","",""
2026-01-10,day,Demand,"Premium Office",Premium,"Writing Instruments","Index Cards",Classic,"Oakwood Industries","Oakwood Industries",806168313,725470,315390,"Sponsored Product",SFW,PDP,"22030 : PDP_BTF_SLOT","","","","",2,"","","","","","","","","","","","","","","","",""
2026-01-10,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Premium,"Yellowstone Co","Oakwood Industries",750481897,80698,315399,"Sponsored Product",NMA,Browse,"22050 : NMA_BROWSE_ATF_SLOT","","","","",12,2,4.29,1,3,20.98,70.06,1.00,20.98,3,70,"","","","","","",""
2026-01-10,day,Demand,"Premium Office",Bulk,"Writing Instruments","Copy Paper","Heavy Duty","Evergreen Brands","Evergreen Brands",751970999,695166,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","",33,"","","","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Premium Office",Compact,"Writing Instruments",General,Classic,"Starlight Co","Evergreen Brands",861477737,3580382,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",246,12,77.35,"","","","","","","","","","","","","","",""
2026-01-10,day,Demand,"Premium Office",Compact,"Writing Instruments",General,Classic,"Starlight Co","Evergreen Brands",861477737,141947,315399,"Sponsored Product",NMA,Browse,"22050 : NMA_BROWSE_ATF_SLOT","","","","",96,3,17.64,"","","","","","","","","","","","","","",""
2026-01-10,day,Demand,"Premium Office",Compact,"Writing Instruments",General,Classic,"Starlight Co","Evergreen Brands",861477737,211739,315396,"Sponsored Product",NMA,PDP,"22035 : NMA_PDP_BTF_SLOT","","","","",19,1,5.93,"","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Business Essentials",Bulk,"Cleaning Supplies",General,Mini,"Evergreen Brands","Evergreen Brands",763385515,216222,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","","","","",1,3,10.98,26.63,1.00,10.98,3,27,"","","","","","",adplatform_alpha
2026-01-11,day,Demand,"Business Essentials",Bulk,"Cleaning Supplies",General,Mini,"Evergreen Brands","Evergreen Brands",763385515,103502,315388,"Sponsored Product",SFW,Browse,"22020 : BROWSE_ATF_SLOT","","","","","","","",3,8,28.77,70.82,3.00,28.77,8,71,"","","","","","",adplatform_alpha
2026-01-11,day,Demand,"Business Essentials",Bulk,"Cleaning Supplies",General,Mini,"Evergreen Brands","Evergreen Brands",763385515,1921590,315388,"Sponsored Product",SFW,Browse,"22020 : BROWSE_ATF_SLOT","","","","",7,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-10,day,Demand,"Business Essentials",Bulk,"Cleaning Supplies",General,Mini,"Evergreen Brands","Evergreen Brands",763385515,216223,315390,"Sponsored Product",SFW,PDP,"22030 : PDP_BTF_SLOT","","","","",241,3,3.27,"","","","","","","","","","","","","","",adplatform_alpha
2026-01-11,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Classic,"Starlight Co","Evergreen Brands",861477739,141964,315399,"Sponsored Product",NMA,Browse,"22050 : NMA_BROWSE_ATF_SLOT","","","","",289,9,22.56,"","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Business Essentials",Premium,"Writing Instruments",Folders,Compact,"Pinnacle Supply","Pinnacle Supply",764504391,175615,315388,"Sponsored Product",SFW,Browse,"22020 : BROWSE_ATF_SLOT","","","","",1,"","","","","","","","","","","","","","","","",""
2026-01-07,day,Demand,"Business Essentials",Standard,"Writing Instruments",Envelopes,Classic,"Starlight Co","Starlight Co",743090284,82055,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","","","","",2,6,161.98,454.00,1.00,80.99,3,227,"","","","","","",adplatform_alpha
2026-01-10,day,Demand,"Business Essentials",Premium,"Writing Instruments",Folders,Compact,"Yellowstone Co","Yellowstone Co",810391715,1725934,315390,"Sponsored Product",SFW,PDP,"22030 : PDP_BTF_SLOT","","","","",8,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-11,day,Demand,"Premium Office",Premium,"Writing Instruments",Notebooks,Compact,"Willow Creek Inc","Yellowstone Co",862084492,3305910,315390,"Sponsored Product",SFW,PDP,"22030 : PDP_BTF_SLOT","","","","",11,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-11,day,Demand,"Premium Office",Premium,"Writing Instruments",Notebooks,Compact,"Willow Creek Inc","Yellowstone Co",862084492,3305926,315396,"Sponsored Product",NMA,PDP,"22035 : NMA_PDP_BTF_SLOT","","","","",9,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-11,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Deluxe,"Horizon Products","Yellowstone Co",862084402,59922,315388,"Sponsored Product",SFW,Browse,"22020 : BROWSE_ATF_SLOT","","","","",22,"","","","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Premium Office",Premium,"Writing Instruments",Notebooks,Compact,"Willow Creek Inc","Yellowstone Co",862084492,3305830,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","",7,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-11,day,Demand,"Business Essentials",Bulk,"Presentation Supplies",General,Mini,"Starlight Co","Starlight Co",829863506,1034214,315388,"Sponsored Product",SFW,Browse,"22020 : BROWSE_ATF_SLOT","","","","",30,"","","","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Business Essentials",Bulk,"Presentation Supplies",General,Mini,"Starlight Co","Starlight Co",829863506,1034206,315390,"Sponsored Product",SFW,PDP,"22030 : PDP_BTF_SLOT","","","","",1,"","","","","","","","","","","","","","","","",""
